"Stock_Item_Key","WWI_Stock_Item_ID","Stock_Item","Color","Selling_Package","Buying_Package","Brand","Size","Lead_Time_Days","Quantity_Per_Outer","Is_Chiller_Stock","Barcode","Tax_Rate","Unit_Price","Recommended_Retail_Price","Typical_Weight_Per_Unit","Photo","Valid_From","Valid_To","Lineage_Key"
"230","64","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"455","66","ラジコン ビッグホイールモンスタートラック リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","45.00","67.28","1.800","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"456","65","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"457","64","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"464","65","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:02:00.0000000","2025-05-31 23:03:00.0000000","5"
"465","64","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:02:00.0000000","2025-05-31 23:03:00.0000000","5"
"466","66","ラジコン ビッグホイールモンスタートラック リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","45.00","67.28","1.800","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"473","64","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:03:00.0000000","9999-12-31 23:59:59.9999990","5"
"474","65","ラジコン ビンテージアメリカン おもちゃ クーペ リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","30.00","44.85","1.700","","2025-05-31 23:03:00.0000000","9999-12-31 23:59:59.9999990","5"
"157","63","ラジコン おもちゃ セダン リモコン付き (ピンク) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"158","62","ラジコン おもちゃ セダン リモコン付き (黄) 1/50 スケール","黄色","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"159","61","ラジコン おもちゃ セダン リモコン付き (緑) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"160","60","ラジコン おもちゃ セダン リモコン付き (青) 1/50 スケール","青","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"161","59","ラジコン おもちゃ セダン リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"162","58","ラジコン おもちゃ セダン リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"231","63","ラジコン おもちゃ セダン リモコン付き (ピンク) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"232","62","ラジコン おもちゃ セダン リモコン付き (黄) 1/50 スケール","黄色","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"233","61","ラジコン おもちゃ セダン リモコン付き (緑) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"234","60","ラジコン おもちゃ セダン リモコン付き (青) 1/50 スケール","青","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"235","59","ラジコン おもちゃ セダン リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"236","58","ラジコン おもちゃ セダン リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:01:00.0000000","5"
"458","63","ラジコン おもちゃ セダン リモコン付き (ピンク) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"459","62","ラジコン おもちゃ セダン リモコン付き (黄) 1/50 スケール","黄色","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"460","61","ラジコン おもちゃ セダン リモコン付き (緑) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"461","60","ラジコン おもちゃ セダン リモコン付き (青) 1/50 スケール","青","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"462","59","ラジコン おもちゃ セダン リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"463","58","ラジコン おもちゃ セダン リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:01:00.0000000","2025-05-31 23:02:00.0000000","5"
"467","58","ラジコン おもちゃ セダン リモコン付き (黒) 1/50 スケール","黒","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"468","59","ラジコン おもちゃ セダン リモコン付き (赤) 1/50 スケール","赤","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"469","60","ラジコン おもちゃ セダン リモコン付き (青) 1/50 スケール","青","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"470","61","ラジコン おもちゃ セダン リモコン付き (緑) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"471","62","ラジコン おもちゃ セダン リモコン付き (黄) 1/50 スケール","黄色","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"472","63","ラジコン おもちゃ セダン リモコン付き (ピンク) 1/50 スケール","N/A","Each","Each","Northwind","1/50 scale","14","1","False","N/A","14.000","25.00","37.38","1.500","","2025-05-31 23:02:00.0000000","9999-12-31 23:59:59.9999990","5"
"145","75","ライド on ビッグホイールモンスタートラック (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","345.00","515.78","21.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"146","74","ライド on ビンテージアメリカン おもちゃ クーペ (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"147","73","ライド on ビンテージアメリカン おもちゃ クーペ (赤) 1/12 スケール","赤","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"391","75","ライド on ビッグホイールモンスタートラック (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","345.00","515.78","21.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:06:00.0000000","5"
"453","74","ライド on ビンテージアメリカン おもちゃ クーペ (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:03:00.0000000","5"
"454","73","ライド on ビンテージアメリカン おもちゃ クーペ (赤) 1/12 スケール","赤","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:03:00.0000000","5"
"475","74","ライド on ビンテージアメリカン おもちゃ クーペ (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:03:00.0000000","2025-05-31 23:06:00.0000000","5"
"476","73","ライド on ビンテージアメリカン おもちゃ クーペ (赤) 1/12 スケール","赤","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:03:00.0000000","2025-05-31 23:06:00.0000000","5"
"494","73","ライド on ビンテージアメリカン おもちゃ クーペ (赤) 1/12 スケール","赤","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:06:00.0000000","9999-12-31 23:59:59.9999990","5"
"495","74","ライド on ビンテージアメリカン おもちゃ クーペ (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","285.00","426.08","18.000","","2025-05-31 23:06:00.0000000","9999-12-31 23:59:59.9999990","5"
"496","75","ライド on ビッグホイールモンスタートラック (黒) 1/12 スケール","黒","Each","Each","Northwind","1/12 scale","14","1","False","N/A","14.000","345.00","515.78","21.000","","2025-05-31 23:06:00.0000000","9999-12-31 23:59:59.9999990","5"
"6","214","エアクッションフィルム 200mmx200mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","90.00","134.55","6.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"7","213","エアクッションフィルム 200mmx100mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","87.00","130.07","5.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"44","176","エアクッション ディスペンサー (赤) 1.5m","赤","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"45","175","エアクッション ディスペンサー (青) 1.5m","青","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"46","174","エアクッション ディスペンサー (黒) 1.5m","黒","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"298","214","エアクッションフィルム 200mmx200mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","90.00","134.55","6.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"299","213","エアクッションフィルム 200mmx100mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","87.00","130.07","5.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"336","176","エアクッション ディスペンサー (赤) 1.5m","赤","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"337","175","エアクッション ディスペンサー (青) 1.5m","青","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"338","174","エアクッション ディスペンサー (黒) 1.5m","黒","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"626","174","エアクッション ディスペンサー (黒) 1.5m","黒","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"627","175","エアクッション ディスペンサー (青) 1.5m","青","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"628","176","エアクッション ディスペンサー (赤) 1.5m","赤","Each","Each","N/A","1.5m","14","1","False","N/A","14.000","240.00","358.80","10.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"665","213","エアクッションフィルム 200mmx100mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","87.00","130.07","5.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"666","214","エアクッションフィルム 200mmx200mm 325m","N/A","Each","Each","N/A","325m","14","1","False","N/A","14.000","90.00","134.55","6.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"5","215","エアクッションマシン (青)","N/A","Each","Each","N/A","N/A","20","1","False","N/A","20.000","1899.00","2839.01","10.000","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"297","215","エアクッションマシン (青)","N/A","Each","Each","N/A","N/A","20","1","False","N/A","20.000","1899.00","2839.01","10.000","","2025-05-31 23:00:00.0000000","2025-05-31 23:12:00.0000000","5"
"667","215","エアクッションマシン (青)","N/A","Each","Each","N/A","N/A","20","1","False","N/A","20.000","1899.00","2839.01","10.000","","2025-05-31 23:12:00.0000000","9999-12-31 23:59:59.9999990","5"
"205","15","USB食品型フラッシュドライブ - デザート 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"212","8","USB食品型フラッシュドライブ - 点心 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"237","15","USB食品型フラッシュドライブ - デザート 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"244","8","USB食品型フラッシュドライブ - 点心 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"537","15","USB食品型フラッシュドライブ - デザート 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"544","8","USB食品型フラッシュドライブ - 点心 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"595","8","USB食品型フラッシュドライブ - 点心 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"602","15","USB食品型フラッシュドライブ - デザート 10 ドライブ バラエティパック","N/A","Packet","Packet","N/A","N/A","14","1","False","N/A","14.000","240.00","358.80","0.500","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"206","14","USB食品型フラッシュドライブ - fortune クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"207","13","USB食品型フラッシュドライブ - エビカクテル","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"208","12","USB食品型フラッシュドライブ - ドーナツ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"209","11","USB食品型フラッシュドライブ - クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"211","9","USB食品型フラッシュドライブ - バナナ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"213","7","USB食品型フラッシュドライブ - ピザスライス","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"214","6","USB食品型フラッシュドライブ - ホットドッグ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"215","5","USB食品型フラッシュドライブ - ハンバーガー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"216","4","USB食品型フラッシュドライブ - 寿司ロール","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"238","14","USB食品型フラッシュドライブ - fortune クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"239","13","USB食品型フラッシュドライブ - エビカクテル","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"240","12","USB食品型フラッシュドライブ - ドーナツ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"241","11","USB食品型フラッシュドライブ - クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"243","9","USB食品型フラッシュドライブ - バナナ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"245","7","USB食品型フラッシュドライブ - ピザスライス","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"246","6","USB食品型フラッシュドライブ - ホットドッグ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"247","5","USB食品型フラッシュドライブ - ハンバーガー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"248","4","USB食品型フラッシュドライブ - 寿司ロール","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"538","14","USB食品型フラッシュドライブ - fortune クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"539","13","USB食品型フラッシュドライブ - エビカクテル","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"540","12","USB食品型フラッシュドライブ - ドーナツ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"541","11","USB食品型フラッシュドライブ - クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"543","9","USB食品型フラッシュドライブ - バナナ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"545","7","USB食品型フラッシュドライブ - ピザスライス","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"546","6","USB食品型フラッシュドライブ - ホットドッグ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"547","5","USB食品型フラッシュドライブ - ハンバーガー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"548","4","USB食品型フラッシュドライブ - 寿司ロール","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"591","4","USB食品型フラッシュドライブ - 寿司ロール","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"592","5","USB食品型フラッシュドライブ - ハンバーガー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"593","6","USB食品型フラッシュドライブ - ホットドッグ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"594","7","USB食品型フラッシュドライブ - ピザスライス","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"596","9","USB食品型フラッシュドライブ - バナナ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"598","11","USB食品型フラッシュドライブ - クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"599","12","USB食品型フラッシュドライブ - ドーナツ","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"600","13","USB食品型フラッシュドライブ - エビカクテル","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"601","14","USB食品型フラッシュドライブ - fortune クッキー","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"210","10","USB食品型フラッシュドライブ - チョコレート bar","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"242","10","USB食品型フラッシュドライブ - チョコレート bar","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:00:00.0000000","2025-05-31 23:09:00.0000000","5"
"542","10","USB食品型フラッシュドライブ - チョコレート bar","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:09:00.0000000","2025-05-31 23:11:00.0000000","5"
"597","10","USB食品型フラッシュドライブ - チョコレート bar","N/A","Each","Each","N/A","N/A","14","1","False","N/A","14.000","32.00","47.84","0.050","","2025-05-31 23:11:00.0000000","9999-12-31 23:59:59.9999990","5"
"188","32","プログラマージョークマグカップ - that's a hardware problem (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"274","32","プログラマージョークマグカップ - that's a hardware problem (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:00:00.0000000","2025-05-31 23:10:00.0000000","5"
"565","32","プログラマージョークマグカップ - that's a hardware problem (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:10:00.0000000","9999-12-31 23:59:59.9999990","5"
"187","33","プログラマージョークマグカップ - that's a hardware problem (黒)","黒","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"273","33","プログラマージョークマグカップ - that's a hardware problem (黒)","黒","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:00:00.0000000","2025-05-31 23:10:00.0000000","5"
"566","33","プログラマージョークマグカップ - that's a hardware problem (黒)","黒","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:10:00.0000000","9999-12-31 23:59:59.9999990","5"
"198","22","DBA ジョーク マグカップ - 場合による (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2022-01-01 00:00:00.0000000","2025-05-31 23:00:00.0000000","5"
"284","22","DBA ジョーク マグカップ - 場合による (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:00:00.0000000","2025-05-31 23:10:00.0000000","5"
"555","22","DBA ジョーク マグカップ - 場合による (白)","白","Each","Each","N/A","N/A","12","1","False","N/A","12.000","13.00","19.44","0.150","","2025-05-31 23:10:00.0000000","9999-12-31 23:59:59.9999990","5"
