col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
SHP-004768,W-10,FG-0075,2025-04-07,10,10,0,1,西日本
SHP-004769,W-02,FG-0053,2025-02-05,100,100,0,1,海外
SHP-004770,W-19,FG-0032,2025-02-18,100,86,1,0,北日本
SHP-004771,W-08,FG-0072,2025-08-18,20,20,1,1,東日本
SHP-004772,W-13,FG-0033,2025-02-09,20,20,0,1,海外
SHP-004773,W-06,FG-0078,2024-12-07,20,20,1,1,東日本
SHP-004774,W-01,FG-0074,2025-06-26,20,20,1,1,北日本
SHP-004775,W-18,FG-0062,2025-08-02,20,20,1,1,東日本
SHP-004776,W-23,FG-0066,2024-11-27,50,50,1,1,海外
SHP-004777,W-02,FG-0035,2025-05-31,100,100,0,1,北日本
SHP-004778,W-05,FG-0068,2024-03-23,10,10,1,1,海外
SHP-004779,W-12,FG-0009,2024-06-24,100,100,1,1,北日本
SHP-004780,W-05,FG-0030,2024-02-06,20,20,0,1,北日本
SHP-004781,W-16,FG-0014,2025-02-04,10,10,1,1,東日本
SHP-004782,W-21,FG-0033,2024-07-21,20,13,1,0,東日本
SHP-004783,W-17,FG-0073,2024-08-03,20,20,1,1,海外
SHP-004784,W-23,FG-0029,2025-08-17,20,20,1,1,北日本
SHP-004785,W-19,FG-0073,2025-06-06,10,10,0,1,東日本
SHP-004786,W-09,FG-0053,2026-04-19,50,50,0,1,東日本
SHP-004787,W-11,FG-0032,2024-02-19,50,50,1,1,西日本
SHP-004788,W-16,FG-0013,2024-03-29,100,100,1,1,東日本
SHP-004789,W-01,FG-0062,2026-03-18,100,100,1,1,西日本
SHP-004790,W-16,FG-0005,2025-04-23,50,50,1,1,北日本
SHP-004791,W-08,FG-0067,2024-01-29,100,100,1,1,東日本
SHP-004792,W-19,FG-0018,2026-02-27,20,20,1,1,海外
SHP-004793,W-02,FG-0064,2024-12-06,20,20,1,1,西日本
SHP-004794,W-04,FG-0046,2024-08-24,50,50,0,1,北日本
SHP-004795,W-23,FG-0032,2024-04-23,20,20,0,1,北日本
SHP-004796,W-17,FG-0020,2025-10-29,100,100,1,1,海外
SHP-004797,W-22,FG-0055,2026-04-16,20,20,1,1,北日本
SHP-004798,W-23,FG-0051,2024-11-22,10,10,0,1,海外
SHP-004799,W-06,FG-0073,2025-11-07,50,50,1,1,海外
SHP-004800,W-16,FG-0058,2025-02-25,50,50,1,1,海外
SHP-004801,W-05,FG-0046,2025-11-24,50,50,1,1,北日本
SHP-004802,W-07,FG-0026,2025-04-05,10,10,1,1,西日本
SHP-004803,W-06,FG-0026,2025-01-24,50,50,1,1,海外
SHP-004804,W-11,FG-0045,2025-05-28,10,10,1,1,東日本
SHP-004805,W-03,FG-0074,2025-01-07,10,10,1,1,東日本
SHP-004806,W-12,FG-0078,2024-08-19,10,10,1,1,西日本
SHP-004807,W-17,FG-0019,2025-09-08,10,10,1,1,東日本
SHP-004808,W-24,FG-0053,2024-02-26,20,20,0,1,北日本
SHP-004809,W-11,FG-0070,2025-01-06,50,50,1,1,海外
SHP-004810,W-05,FG-0022,2025-03-11,10,10,1,1,海外
SHP-004811,W-09,FG-0011,2024-12-26,10,10,1,1,海外
SHP-004812,W-19,FG-0068,2024-08-20,100,100,1,1,海外
SHP-004813,W-08,FG-0040,2024-12-22,50,50,1,1,東日本
SHP-004814,W-03,FG-0038,2025-05-02,100,100,1,1,海外
SHP-004815,W-24,FG-0038,2026-02-03,100,100,1,1,西日本
SHP-004816,W-22,FG-0054,2025-12-23,10,10,1,1,東日本
SHP-004817,W-16,FG-0052,2025-02-27,50,50,1,1,西日本
SHP-004818,W-01,FG-0043,2026-03-05,20,20,1,1,東日本
SHP-004819,W-08,FG-0028,2024-06-25,100,100,0,1,東日本
SHP-004820,W-08,FG-0036,2024-05-14,20,20,1,1,東日本
SHP-004821,W-24,FG-0079,2024-11-26,100,100,1,1,海外
SHP-004822,W-22,FG-0061,2024-11-14,100,100,1,1,西日本
SHP-004823,W-23,FG-0069,2024-10-12,100,100,1,1,北日本
SHP-004824,W-15,FG-0024,2024-08-21,20,20,1,1,海外
SHP-004825,W-21,FG-0024,2026-02-09,20,20,1,1,東日本
SHP-004826,W-14,FG-0055,2025-11-16,50,50,0,1,西日本
SHP-004827,W-09,FG-0048,2026-04-23,10,7,1,0,西日本
SHP-004828,W-04,FG-0059,2025-02-02,20,20,1,1,西日本
SHP-004829,W-09,FG-0077,2025-06-18,20,20,1,1,東日本
SHP-004830,W-03,FG-0074,2026-04-25,50,50,1,1,東日本
SHP-004831,W-11,FG-0014,2025-08-27,20,20,1,1,北日本
SHP-004832,W-10,FG-0057,2026-04-21,20,20,1,1,西日本
SHP-004833,W-12,FG-0003,2025-04-23,20,20,1,1,北日本
SHP-004834,W-16,FG-0072,2026-01-10,50,50,1,1,海外
SHP-004835,W-08,FG-0077,2025-10-08,20,20,1,1,東日本
SHP-004836,W-01,FG-0051,2026-04-16,100,84,0,0,北日本
SHP-004837,W-01,FG-0044,2024-08-26,10,10,1,1,東日本
SHP-004838,W-15,FG-0011,2024-06-18,20,20,1,1,西日本
SHP-004839,W-17,FG-0048,2024-05-06,50,50,1,1,西日本
SHP-004840,W-14,FG-0049,2025-08-25,50,50,1,1,海外
SHP-004841,W-15,FG-0046,2024-03-12,20,15,1,0,海外
SHP-004842,W-23,FG-0046,2026-01-18,10,10,1,1,北日本
SHP-004843,W-07,FG-0051,2024-01-07,50,50,0,1,西日本
SHP-004844,W-05,FG-0040,2024-03-01,10,10,1,1,海外
SHP-004845,W-08,FG-0069,2025-05-30,10,10,1,1,海外
SHP-004846,W-10,FG-0045,2024-12-16,20,20,0,1,海外
SHP-004847,W-23,FG-0022,2024-07-27,100,100,1,1,北日本
SHP-004848,W-09,FG-0040,2025-06-17,100,100,1,1,海外
SHP-004849,W-24,FG-0074,2024-09-20,10,10,1,1,東日本
SHP-004850,W-11,FG-0077,2024-04-08,20,20,1,1,海外
SHP-004851,W-09,FG-0003,2025-03-07,20,20,0,1,海外
SHP-004852,W-10,FG-0025,2025-04-03,20,20,1,1,海外
SHP-004853,W-04,FG-0003,2026-01-26,100,100,1,1,海外
SHP-004854,W-04,FG-0023,2025-11-17,20,20,1,1,海外
SHP-004855,W-22,FG-0051,2025-01-15,10,10,1,1,東日本
SHP-004856,W-14,FG-0024,2024-06-09,20,20,1,1,北日本
SHP-004857,W-09,FG-0061,2024-09-25,10,10,1,1,東日本
SHP-004858,W-18,FG-0070,2024-07-17,20,20,1,1,東日本
SHP-004859,W-17,FG-0060,2024-11-03,100,100,1,1,海外
SHP-004860,W-07,FG-0036,2024-05-23,10,10,1,1,西日本
SHP-004861,W-17,FG-0002,2024-01-21,50,50,1,1,東日本
SHP-004862,W-21,FG-0002,2024-07-18,100,68,1,0,東日本
SHP-004863,W-08,FG-0046,2024-03-12,50,39,1,0,西日本
SHP-004864,W-11,FG-0043,2024-05-26,10,10,1,1,東日本
SHP-004865,W-13,FG-0050,2026-03-03,50,50,1,1,海外
SHP-004866,W-09,FG-0052,2024-08-08,100,100,1,1,東日本
SHP-004867,W-22,FG-0049,2025-04-30,10,10,1,1,東日本
SHP-004868,W-18,FG-0040,2026-03-03,10,10,1,1,東日本
SHP-004869,W-03,FG-0036,2025-02-18,20,20,1,1,東日本
SHP-004870,W-18,FG-0025,2024-06-28,20,20,1,1,海外
SHP-004871,W-19,FG-0048,2025-11-05,50,50,1,1,北日本
SHP-004872,W-11,FG-0060,2025-06-04,50,50,1,1,海外
SHP-004873,W-14,FG-0031,2026-04-21,10,10,1,1,西日本
SHP-004874,W-13,FG-0069,2024-05-15,50,50,0,1,西日本
SHP-004875,W-19,FG-0069,2024-12-30,10,10,1,1,北日本
SHP-004876,W-24,FG-0046,2024-01-03,10,10,1,1,東日本
SHP-004877,W-20,FG-0062,2026-03-19,50,31,1,0,海外
SHP-004878,W-15,FG-0008,2025-11-09,20,20,1,1,西日本
SHP-004879,W-11,FG-0009,2024-07-30,100,100,0,1,海外
SHP-004880,W-05,FG-0080,2024-07-04,20,20,0,1,海外
SHP-004881,W-20,FG-0038,2025-12-01,50,38,0,0,海外
SHP-004882,W-07,FG-0051,2024-12-08,10,10,1,1,東日本
SHP-004883,W-20,FG-0051,2025-01-01,10,10,1,1,東日本
SHP-004884,W-21,FG-0002,2024-07-19,100,100,1,1,海外
SHP-004885,W-12,FG-0002,2024-03-14,20,20,1,1,北日本
SHP-004886,W-03,FG-0053,2026-01-08,20,20,1,1,海外
SHP-004887,W-01,FG-0049,2024-09-30,50,50,1,1,北日本
SHP-004888,W-02,FG-0033,2025-02-15,10,10,1,1,西日本
SHP-004889,W-18,FG-0049,2024-06-18,20,20,1,1,海外
SHP-004890,W-09,FG-0071,2026-03-21,20,20,1,1,北日本
SHP-004891,W-19,FG-0005,2025-04-20,20,20,1,1,東日本
SHP-004892,W-23,FG-0043,2024-10-02,10,10,1,1,西日本
SHP-004893,W-11,FG-0006,2024-01-26,100,100,1,1,海外
SHP-004894,W-07,FG-0031,2025-09-06,10,10,0,1,東日本
SHP-004895,W-17,FG-0055,2024-10-20,100,100,1,1,西日本
SHP-004896,W-16,FG-0009,2025-07-18,100,100,1,1,東日本
SHP-004897,W-14,FG-0026,2025-10-19,100,100,0,1,北日本
SHP-004898,W-21,FG-0002,2024-01-29,20,20,1,1,東日本
SHP-004899,W-18,FG-0054,2025-01-10,50,50,1,1,西日本
SHP-004900,W-18,FG-0058,2024-05-19,100,100,1,1,北日本
SHP-004901,W-15,FG-0035,2025-11-20,100,100,1,1,北日本
SHP-004902,W-14,FG-0067,2025-02-24,50,50,1,1,海外
SHP-004903,W-03,FG-0037,2024-12-21,100,100,1,1,海外
SHP-004904,W-21,FG-0016,2024-01-30,100,100,1,1,海外
SHP-004905,W-12,FG-0036,2025-04-06,100,100,1,1,東日本
SHP-004906,W-03,FG-0044,2026-04-28,10,10,1,1,北日本
SHP-004907,W-24,FG-0071,2025-04-19,10,10,1,1,海外
SHP-004908,W-03,FG-0074,2025-05-01,50,50,0,1,西日本
SHP-004909,W-02,FG-0028,2026-01-17,20,20,1,1,西日本
SHP-004910,W-13,FG-0052,2026-02-02,20,20,1,1,東日本
SHP-004911,W-22,FG-0050,2024-03-01,50,50,1,1,北日本
SHP-004912,W-02,FG-0077,2025-01-23,10,10,1,1,西日本
SHP-004913,W-04,FG-0065,2024-09-22,50,50,1,1,海外
SHP-004914,W-19,FG-0032,2025-07-27,10,10,1,1,北日本
SHP-004915,W-16,FG-0062,2024-09-21,50,50,1,1,海外
SHP-004916,W-01,FG-0076,2025-02-03,10,10,1,1,北日本
SHP-004917,W-16,FG-0036,2024-02-02,10,10,1,1,西日本
SHP-004918,W-12,FG-0062,2025-09-27,10,10,1,1,西日本
SHP-004919,W-24,FG-0049,2026-04-30,100,100,1,1,北日本
SHP-004920,W-17,FG-0074,2025-12-07,50,50,1,1,西日本
SHP-004921,W-21,FG-0009,2024-05-19,50,50,1,1,東日本
SHP-004922,W-20,FG-0016,2024-11-27,50,50,1,1,西日本
SHP-004923,W-10,FG-0051,2024-10-15,20,20,0,1,海外
SHP-004924,W-22,FG-0033,2025-04-13,100,100,0,1,東日本
SHP-004925,W-19,FG-0041,2025-09-03,20,20,1,1,西日本
SHP-004926,W-14,FG-0019,2025-11-13,100,100,0,1,西日本
SHP-004927,W-12,FG-0080,2025-08-04,100,100,1,1,北日本
SHP-004928,W-19,FG-0074,2026-04-24,10,10,1,1,西日本
SHP-004929,W-21,FG-0011,2026-02-28,100,100,1,1,西日本
SHP-004930,W-05,FG-0064,2024-03-04,20,20,1,1,東日本
SHP-004931,W-18,FG-0041,2024-05-21,10,10,1,1,東日本
SHP-004932,W-22,FG-0079,2026-04-11,50,50,1,1,東日本
SHP-004933,W-20,FG-0064,2024-11-27,10,10,1,1,西日本
SHP-004934,W-15,FG-0074,2024-10-04,10,10,1,1,西日本
SHP-004935,W-18,FG-0045,2024-06-21,20,13,1,0,西日本
SHP-004936,W-10,FG-0001,2026-03-13,20,20,1,1,北日本
SHP-004937,W-02,FG-0078,2025-08-22,100,100,1,1,海外
SHP-004938,W-19,FG-0067,2025-05-19,10,10,1,1,北日本
SHP-004939,W-21,FG-0069,2026-01-23,20,20,1,1,東日本
SHP-004940,W-23,FG-0021,2024-11-09,50,50,1,1,北日本
SHP-004941,W-06,FG-0077,2025-02-11,10,10,0,1,北日本
SHP-004942,W-15,FG-0036,2024-05-28,100,100,1,1,西日本
SHP-004943,W-05,FG-0020,2024-09-06,50,50,1,1,東日本
SHP-004944,W-04,FG-0008,2026-01-28,100,100,0,1,北日本
SHP-004945,W-18,FG-0028,2025-10-11,10,10,1,1,西日本
SHP-004946,W-03,FG-0077,2024-01-22,10,7,1,0,西日本
SHP-004947,W-20,FG-0055,2024-11-23,10,10,1,1,海外
SHP-004948,W-02,FG-0046,2024-03-11,100,100,1,1,西日本
SHP-004949,W-06,FG-0064,2024-11-10,20,20,1,1,西日本
SHP-004950,W-02,FG-0044,2024-05-09,20,15,1,0,東日本
SHP-004951,W-21,FG-0071,2024-02-17,100,100,0,1,西日本
SHP-004952,W-08,FG-0074,2024-06-29,50,50,1,1,海外
SHP-004953,W-17,FG-0049,2026-02-13,100,100,1,1,海外
SHP-004954,W-22,FG-0024,2025-03-22,20,20,1,1,西日本
SHP-004955,W-19,FG-0046,2025-01-15,20,20,1,1,北日本
SHP-004956,W-02,FG-0072,2025-08-07,10,10,1,1,北日本
SHP-004957,W-18,FG-0073,2026-02-22,10,8,1,0,北日本
SHP-004958,W-14,FG-0040,2026-04-09,100,100,0,1,海外
SHP-004959,W-08,FG-0066,2024-10-27,20,20,1,1,海外
SHP-004960,W-09,FG-0067,2025-04-15,20,20,1,1,北日本
SHP-004961,W-24,FG-0059,2024-11-16,20,20,1,1,北日本
SHP-004962,W-17,FG-0016,2025-08-11,100,100,1,1,西日本
SHP-004963,W-14,FG-0012,2025-02-02,10,10,1,1,北日本
SHP-004964,W-01,FG-0037,2024-01-06,20,20,1,1,海外
SHP-004965,W-18,FG-0020,2024-12-05,100,100,1,1,海外
SHP-004966,W-18,FG-0055,2024-10-21,10,10,1,1,海外
SHP-004967,W-14,FG-0034,2025-07-05,50,50,1,1,海外
SHP-004968,W-21,FG-0079,2024-03-12,100,88,1,0,北日本
SHP-004969,W-09,FG-0048,2024-06-08,20,20,1,1,北日本
SHP-004970,W-05,FG-0005,2024-02-11,10,10,1,1,海外
SHP-004971,W-02,FG-0079,2024-09-15,10,10,1,1,海外
SHP-004972,W-19,FG-0069,2025-10-10,10,10,1,1,海外
SHP-004973,W-22,FG-0018,2025-02-06,50,50,1,1,西日本
SHP-004974,W-15,FG-0001,2024-09-14,20,20,1,1,海外
SHP-004975,W-20,FG-0023,2025-01-28,20,20,1,1,海外
SHP-004976,W-15,FG-0060,2024-06-21,100,100,1,1,北日本
SHP-004977,W-05,FG-0047,2025-10-11,10,10,1,1,西日本
SHP-004978,W-11,FG-0064,2026-04-06,50,50,1,1,北日本
SHP-004979,W-11,FG-0053,2026-03-18,50,50,1,1,海外
SHP-004980,W-04,FG-0038,2025-02-09,20,20,1,1,北日本
SHP-004981,W-21,FG-0015,2024-06-30,50,50,1,1,東日本
SHP-004982,W-01,FG-0035,2024-07-05,100,100,1,1,北日本
SHP-004983,W-10,FG-0008,2025-03-30,10,10,1,1,西日本
SHP-004984,W-08,FG-0043,2024-07-01,50,38,1,0,東日本
SHP-004985,W-24,FG-0058,2024-11-07,100,100,1,1,北日本
SHP-004986,W-03,FG-0027,2026-02-20,20,20,1,1,東日本
SHP-004987,W-01,FG-0009,2025-08-03,10,10,1,1,西日本
SHP-004988,W-23,FG-0048,2026-01-13,10,10,1,1,東日本
SHP-004989,W-24,FG-0059,2024-06-09,20,20,1,1,海外
SHP-004990,W-23,FG-0079,2025-12-29,20,20,1,1,海外
SHP-004991,W-18,FG-0051,2025-02-11,50,50,1,1,西日本
SHP-004992,W-14,FG-0080,2026-04-03,20,20,1,1,海外
SHP-004993,W-14,FG-0037,2025-01-03,20,20,1,1,東日本
SHP-004994,W-12,FG-0068,2024-10-25,10,10,1,1,海外
SHP-004995,W-05,FG-0065,2026-01-21,100,100,1,1,海外
SHP-004996,W-11,FG-0062,2024-10-04,20,20,1,1,北日本
SHP-004997,W-12,FG-0056,2025-06-13,100,100,1,1,東日本
SHP-004998,W-05,FG-0073,2024-01-22,20,20,1,1,西日本
SHP-004999,W-24,FG-0004,2026-03-04,50,50,1,1,東日本
SHP-005000,W-02,FG-0057,2025-10-22,50,50,1,1,西日本
SHP-005001,W-16,FG-0045,2025-08-02,20,20,0,1,西日本
SHP-005002,W-12,FG-0009,2025-10-12,50,50,1,1,海外
SHP-005003,W-16,FG-0061,2024-05-18,20,13,1,0,東日本
SHP-005004,W-11,FG-0038,2024-08-24,20,13,1,0,東日本
SHP-005005,W-10,FG-0038,2024-10-01,100,100,1,1,東日本
SHP-005006,W-13,FG-0025,2025-06-12,50,50,1,1,東日本
SHP-005007,W-18,FG-0066,2025-02-22,10,10,0,1,海外
SHP-005008,W-15,FG-0050,2025-03-28,20,20,1,1,東日本
SHP-005009,W-02,FG-0022,2024-09-10,50,50,1,1,西日本
SHP-005010,W-17,FG-0047,2025-07-12,20,20,1,1,海外
SHP-005011,W-18,FG-0043,2025-02-16,50,50,0,1,海外
SHP-005012,W-05,FG-0034,2024-08-13,50,50,1,1,東日本
SHP-005013,W-09,FG-0013,2025-11-04,20,20,0,1,海外
SHP-005014,W-02,FG-0006,2025-05-31,100,100,1,1,西日本
SHP-005015,W-14,FG-0071,2024-06-27,100,100,1,1,海外
SHP-005016,W-08,FG-0018,2024-02-29,10,10,1,1,海外
SHP-005017,W-03,FG-0061,2026-02-11,20,20,1,1,西日本
SHP-005018,W-06,FG-0027,2024-07-15,20,20,1,1,海外
SHP-005019,W-12,FG-0055,2024-05-10,20,20,1,1,西日本
SHP-005020,W-16,FG-0039,2026-01-31,100,100,1,1,西日本
SHP-005021,W-16,FG-0014,2024-04-14,100,67,1,0,北日本
SHP-005022,W-19,FG-0072,2025-04-05,10,10,1,1,北日本
SHP-005023,W-11,FG-0078,2025-11-25,20,20,1,1,西日本
SHP-005024,W-19,FG-0059,2025-12-08,50,50,1,1,北日本
SHP-005025,W-10,FG-0010,2026-01-28,20,17,0,0,東日本
SHP-005026,W-01,FG-0079,2024-12-28,20,20,1,1,西日本
SHP-005027,W-24,FG-0040,2026-01-30,50,50,1,1,東日本
SHP-005028,W-12,FG-0079,2025-10-02,50,50,1,1,西日本
SHP-005029,W-08,FG-0058,2024-06-13,50,50,1,1,西日本
SHP-005030,W-21,FG-0050,2026-04-05,50,50,1,1,西日本
SHP-005031,W-21,FG-0070,2024-05-04,20,20,1,1,北日本
SHP-005032,W-19,FG-0047,2025-02-08,10,10,0,1,東日本
SHP-005033,W-15,FG-0038,2025-08-28,20,16,1,0,東日本
SHP-005034,W-08,FG-0014,2025-03-13,20,20,1,1,西日本
SHP-005035,W-06,FG-0002,2025-07-22,50,50,1,1,海外
SHP-005036,W-10,FG-0011,2026-01-09,50,50,1,1,北日本
SHP-005037,W-20,FG-0030,2024-05-17,100,100,1,1,海外
SHP-005038,W-16,FG-0038,2024-05-23,10,10,1,1,海外
SHP-005039,W-01,FG-0048,2026-01-23,50,50,1,1,西日本
SHP-005040,W-17,FG-0054,2024-05-12,100,100,1,1,海外
SHP-005041,W-03,FG-0015,2024-04-13,100,100,1,1,海外
SHP-005042,W-20,FG-0013,2025-01-12,50,50,1,1,東日本
SHP-005043,W-20,FG-0027,2024-05-26,100,100,1,1,東日本
SHP-005044,W-12,FG-0041,2024-04-30,100,100,1,1,北日本
SHP-005045,W-09,FG-0060,2024-07-01,100,100,0,1,東日本
SHP-005046,W-18,FG-0043,2025-05-30,50,38,1,0,北日本
SHP-005047,W-18,FG-0038,2026-01-27,10,10,1,1,西日本
SHP-005048,W-01,FG-0031,2024-06-24,50,50,1,1,海外
SHP-005049,W-14,FG-0023,2024-07-12,50,50,1,1,西日本
SHP-005050,W-24,FG-0054,2025-12-12,100,100,1,1,海外
SHP-005051,W-05,FG-0043,2025-01-20,10,8,1,0,西日本
SHP-005052,W-05,FG-0073,2024-04-18,10,10,1,1,西日本
SHP-005053,W-12,FG-0011,2024-09-29,10,10,1,1,海外
SHP-005054,W-17,FG-0032,2026-04-23,50,50,1,1,海外
SHP-005055,W-05,FG-0019,2026-01-21,20,20,1,1,西日本
SHP-005056,W-18,FG-0079,2025-07-23,10,10,1,1,海外
SHP-005057,W-22,FG-0052,2026-04-26,10,10,1,1,西日本
SHP-005058,W-19,FG-0037,2024-10-22,50,50,1,1,海外
SHP-005059,W-23,FG-0042,2025-12-28,100,100,1,1,東日本
SHP-005060,W-13,FG-0034,2025-05-13,10,10,1,1,北日本
SHP-005061,W-24,FG-0022,2025-05-05,10,10,1,1,東日本
SHP-005062,W-03,FG-0002,2025-05-12,50,45,1,0,海外
SHP-005063,W-16,FG-0053,2026-02-21,100,100,1,1,海外
SHP-005064,W-16,FG-0024,2024-09-17,10,8,1,0,西日本
SHP-005065,W-20,FG-0038,2024-03-05,50,50,1,1,北日本
SHP-005066,W-19,FG-0020,2025-08-21,20,20,1,1,東日本
SHP-005067,W-22,FG-0014,2024-02-03,10,10,1,1,東日本
SHP-005068,W-19,FG-0064,2024-09-22,50,50,1,1,西日本
SHP-005069,W-16,FG-0045,2026-04-19,100,100,1,1,東日本
SHP-005070,W-04,FG-0010,2025-01-24,20,20,1,1,海外
SHP-005071,W-20,FG-0078,2024-06-10,100,100,0,1,北日本
SHP-005072,W-11,FG-0073,2025-07-20,100,100,1,1,北日本
SHP-005073,W-04,FG-0058,2026-01-23,10,10,1,1,北日本
SHP-005074,W-03,FG-0009,2025-07-13,20,20,1,1,北日本
SHP-005075,W-12,FG-0038,2025-11-23,100,100,1,1,東日本
SHP-005076,W-19,FG-0077,2024-12-12,20,20,1,1,西日本
SHP-005077,W-24,FG-0070,2025-09-13,50,50,1,1,海外
SHP-005078,W-06,FG-0015,2025-03-31,100,100,1,1,北日本
SHP-005079,W-08,FG-0054,2024-04-18,50,31,1,0,東日本
SHP-005080,W-17,FG-0005,2025-03-09,20,20,1,1,北日本
SHP-005081,W-02,FG-0037,2025-04-17,50,50,1,1,海外
SHP-005082,W-07,FG-0071,2026-03-03,100,82,1,0,北日本
SHP-005083,W-23,FG-0001,2025-01-10,20,20,1,1,北日本
SHP-005084,W-10,FG-0056,2025-05-03,100,100,1,1,海外
SHP-005085,W-05,FG-0035,2025-05-05,20,20,1,1,東日本
SHP-005086,W-15,FG-0034,2025-01-03,10,10,1,1,海外
SHP-005087,W-12,FG-0066,2025-05-05,10,10,1,1,西日本
SHP-005088,W-13,FG-0024,2026-01-09,10,10,1,1,東日本
SHP-005089,W-17,FG-0068,2026-04-26,50,50,1,1,北日本
SHP-005090,W-08,FG-0035,2024-10-02,10,10,1,1,北日本
SHP-005091,W-09,FG-0002,2025-01-07,20,16,1,0,北日本
SHP-005092,W-16,FG-0069,2026-04-02,50,50,1,1,北日本
SHP-005093,W-17,FG-0021,2026-01-15,20,20,1,1,北日本
SHP-005094,W-21,FG-0002,2025-05-04,50,50,1,1,西日本
SHP-005095,W-04,FG-0022,2025-02-24,100,80,1,0,西日本
SHP-005096,W-18,FG-0006,2026-02-13,20,20,1,1,東日本
SHP-005097,W-16,FG-0070,2026-01-11,50,50,1,1,北日本
SHP-005098,W-11,FG-0017,2024-09-15,10,10,0,1,東日本
SHP-005099,W-03,FG-0069,2025-12-04,100,100,1,1,北日本
SHP-005100,W-05,FG-0055,2025-04-10,50,50,0,1,北日本
SHP-005101,W-02,FG-0029,2024-01-16,50,50,1,1,東日本
SHP-005102,W-09,FG-0034,2025-06-12,10,10,0,1,西日本
SHP-005103,W-18,FG-0041,2025-07-06,10,10,1,1,西日本
SHP-005104,W-10,FG-0027,2025-03-02,20,20,1,1,海外
SHP-005105,W-03,FG-0074,2025-08-14,50,50,1,1,北日本
SHP-005106,W-05,FG-0062,2025-01-04,20,20,1,1,北日本
SHP-005107,W-09,FG-0068,2025-02-24,100,100,1,1,海外
SHP-005108,W-17,FG-0058,2025-05-12,20,18,0,0,東日本
SHP-005109,W-06,FG-0056,2025-01-10,100,81,1,0,東日本
SHP-005110,W-20,FG-0079,2025-04-12,100,100,1,1,北日本
SHP-005111,W-16,FG-0009,2026-04-11,50,50,1,1,西日本
SHP-005112,W-22,FG-0024,2024-12-26,20,20,1,1,海外
SHP-005113,W-23,FG-0065,2026-02-08,20,20,1,1,北日本
SHP-005114,W-16,FG-0029,2024-12-25,10,10,1,1,西日本
SHP-005115,W-24,FG-0005,2024-11-04,20,20,1,1,海外
SHP-005116,W-08,FG-0034,2025-12-15,10,10,1,1,海外
SHP-005117,W-19,FG-0048,2025-05-19,50,50,1,1,東日本
SHP-005118,W-08,FG-0064,2024-11-08,50,50,1,1,西日本
SHP-005119,W-15,FG-0053,2024-11-14,50,50,0,1,東日本
SHP-005120,W-19,FG-0013,2025-02-10,50,50,1,1,海外
SHP-005121,W-23,FG-0001,2024-06-23,20,20,1,1,海外
SHP-005122,W-03,FG-0024,2025-03-28,100,94,1,0,西日本
SHP-005123,W-02,FG-0056,2024-02-29,100,100,1,1,東日本
SHP-005124,W-07,FG-0032,2024-12-31,20,17,1,0,東日本
SHP-005125,W-24,FG-0060,2024-07-25,20,20,1,1,海外
SHP-005126,W-05,FG-0056,2024-04-20,10,10,1,1,海外
SHP-005127,W-16,FG-0054,2024-07-13,100,100,1,1,北日本
SHP-005128,W-19,FG-0053,2025-09-28,100,100,1,1,北日本
SHP-005129,W-09,FG-0075,2025-03-18,50,50,1,1,北日本
SHP-005130,W-07,FG-0014,2025-02-12,100,100,1,1,西日本
SHP-005131,W-17,FG-0063,2024-06-06,100,82,1,0,西日本
SHP-005132,W-01,FG-0022,2024-12-15,50,39,1,0,東日本
SHP-005133,W-17,FG-0009,2025-05-21,50,50,1,1,北日本
SHP-005134,W-22,FG-0080,2026-03-29,10,10,1,1,西日本
SHP-005135,W-08,FG-0047,2025-04-05,20,20,1,1,海外
SHP-005136,W-08,FG-0018,2025-10-30,20,20,1,1,東日本
SHP-005137,W-20,FG-0020,2024-02-17,100,100,0,1,東日本
SHP-005138,W-21,FG-0064,2025-03-05,20,20,1,1,東日本
SHP-005139,W-05,FG-0002,2024-04-26,20,20,1,1,北日本
SHP-005140,W-02,FG-0056,2025-08-01,20,20,1,1,海外
SHP-005141,W-22,FG-0079,2025-11-18,50,50,1,1,北日本
SHP-005142,W-20,FG-0071,2025-06-28,100,100,1,1,東日本
SHP-005143,W-15,FG-0043,2026-04-16,100,100,1,1,西日本
SHP-005144,W-15,FG-0038,2024-01-15,50,50,1,1,海外
SHP-005145,W-04,FG-0064,2024-05-14,10,10,1,1,北日本
SHP-005146,W-10,FG-0043,2026-03-04,10,10,1,1,西日本
SHP-005147,W-01,FG-0010,2024-03-01,100,100,1,1,東日本
SHP-005148,W-21,FG-0055,2024-05-10,10,10,1,1,東日本
SHP-005149,W-19,FG-0053,2025-05-23,100,100,1,1,西日本
SHP-005150,W-14,FG-0068,2025-11-12,50,50,1,1,北日本
SHP-005151,W-17,FG-0022,2024-10-05,20,20,1,1,東日本
SHP-005152,W-09,FG-0052,2026-03-13,100,100,1,1,海外
SHP-005153,W-07,FG-0014,2024-06-07,20,20,1,1,西日本
SHP-005154,W-19,FG-0039,2026-01-28,100,100,1,1,東日本
SHP-005155,W-07,FG-0012,2025-05-13,50,50,1,1,海外
SHP-005156,W-21,FG-0051,2024-05-22,100,100,1,1,北日本
SHP-005157,W-16,FG-0025,2025-12-29,20,20,1,1,西日本
