col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
20240131,W-16,M-0077,1342,1252,848,916,0,0
20240131,W-16,M-0039,599,1093,224,211,0,0
20240131,W-16,M-0187,2809,2330,84,568,0,0
20240131,W-16,M-0123,1286,1585,914,579,0,0
20240131,W-16,M-0109,2510,2204,251,15,0,0
20240131,W-16,M-0001,1235,1267,348,622,0,0
20240131,W-16,M-0008,2024,1910,915,186,0,0
20240131,W-16,M-0065,2475,2675,160,150,0,0
20240131,W-16,M-0161,2841,2482,452,596,0,0
20240131,W-16,M-0063,2799,3073,943,647,0,0
20240131,W-16,M-0177,2596,2433,996,820,0,0
20240131,W-16,M-0082,1096,663,191,587,0,0
20240131,W-16,M-0111,1506,1837,155,976,0,0
20240131,W-16,M-0132,1511,1838,941,700,0,0
20240131,W-16,M-0129,1274,1482,105,827,0,0
20240131,W-16,M-0069,1991,1705,29,537,0,0
20240131,W-16,M-0154,2432,2881,182,966,0,0
20240131,W-16,M-0138,316,331,516,666,0,0
20240131,W-16,M-0002,2113,1748,819,466,0,0
20240131,W-16,M-0183,1400,1422,29,677,0,0
20240131,W-17,M-0156,2214,2009,767,925,0,0
20240131,W-17,M-0087,1950,2246,94,537,0,0
20240131,W-17,M-0104,1191,886,503,46,0,0
20240131,W-17,M-0091,70,479,955,529,0,0
20240131,W-17,M-0172,1132,721,597,833,0,0
20240131,W-17,M-0105,2338,2104,308,102,0,0
20240131,W-17,M-0002,2656,2233,111,167,0,0
20240131,W-17,M-0034,1667,1765,553,554,0,0
20240131,W-17,M-0180,2900,2731,962,55,0,0
20240131,W-17,M-0113,2659,2657,608,720,0,0
20240131,W-17,M-0100,2021,2390,580,184,0,0
20240131,W-17,M-0107,2131,1692,862,386,0,0
20240131,W-17,M-0083,409,448,449,497,0,0
20240131,W-17,M-0119,1937,2273,262,178,0,0
20240131,W-17,M-0085,2608,2950,104,178,0,0
20240131,W-17,M-0117,1709,1239,648,269,0,0
20240131,W-17,M-0079,2545,2318,582,987,0,0
20240131,W-17,M-0051,2911,2689,335,656,0,0
20240131,W-17,M-0199,2418,2580,19,204,0,0
20240131,W-17,M-0184,892,1145,239,714,0,0
20240131,W-17,M-0151,78,0,722,360,1,1
20240131,W-17,M-0144,992,701,78,835,0,1
20240131,W-17,M-0176,133,0,728,177,1,1
20240131,W-17,M-0029,2191,2053,792,510,0,0
20240131,W-17,M-0158,340,462,93,820,0,0
20240131,W-17,M-0161,274,444,745,330,0,0
20240131,W-17,M-0031,2930,2532,927,962,0,0
20240131,W-17,M-0198,2994,3409,395,33,0,0
20240131,W-17,M-0084,1148,1285,57,824,0,0
20240131,W-17,M-0171,574,307,273,207,0,1
20240131,W-17,M-0040,1022,583,398,355,0,0
20240131,W-17,M-0153,1974,1626,915,983,0,0
20240131,W-17,M-0012,2007,1596,858,253,0,0
20240131,W-17,M-0022,811,498,484,49,0,0
20240131,W-17,M-0019,2204,2485,17,432,0,0
20240131,W-17,M-0166,1699,1277,370,421,0,0
20240131,W-17,M-0013,1367,1396,466,88,0,0
20240131,W-17,M-0095,2205,2112,381,279,0,0
20240131,W-17,M-0005,1804,1434,997,345,0,0
20240131,W-17,M-0191,150,582,189,753,0,0
20240131,W-17,M-0196,964,482,653,828,0,0
20240131,W-17,M-0125,1787,1999,415,967,0,0
20240131,W-17,M-0173,2738,2846,304,617,0,0
20240131,W-17,M-0063,824,331,72,398,0,0
20240131,W-17,M-0008,1448,1740,891,32,0,0
20240131,W-17,M-0001,559,945,269,192,0,1
20240131,W-17,M-0179,1460,1131,927,139,0,0
20240131,W-17,M-0167,346,802,247,839,0,0
20240131,W-17,M-0139,447,419,413,405,0,1
20240131,W-17,M-0077,618,757,582,573,0,0
20240131,W-17,M-0136,152,640,758,915,0,0
20240131,W-17,M-0143,1860,1686,107,951,0,0
20240131,W-17,M-0140,1035,1260,886,747,0,0
20240131,W-17,M-0075,446,424,647,58,0,0
20240131,W-17,M-0039,1762,1632,361,522,0,0
20240131,W-17,M-0194,2463,2847,426,6,0,0
20240131,W-17,M-0137,1914,2136,941,302,0,0
20240131,W-17,M-0200,313,245,315,92,0,0
20240131,W-17,M-0025,2089,1729,420,294,0,0
20240131,W-17,M-0165,2186,1951,162,615,0,0
20240131,W-17,M-0017,1455,1447,334,952,0,0
20240131,W-17,M-0103,389,507,503,59,0,0
20240131,W-17,M-0074,747,632,339,141,0,1
20240131,W-17,M-0192,1199,1440,708,662,0,0
20240131,W-17,M-0149,2768,2878,585,845,0,0
20240131,W-17,M-0018,2677,3024,473,860,0,0
20240131,W-17,M-0197,163,0,554,632,1,1
20240131,W-17,M-0112,1485,1869,893,29,0,0
20240131,W-17,M-0146,92,327,577,703,0,1
20240131,W-17,M-0041,2561,2353,789,798,0,0
20240131,W-17,M-0030,1548,1754,862,760,0,0
20240131,W-17,M-0086,2547,2863,844,85,0,0
20240131,W-17,M-0118,841,943,334,201,0,0
20240131,W-17,M-0189,487,716,882,1,0,1
20240131,W-17,M-0094,1484,1361,365,938,0,0
20240131,W-17,M-0057,2225,2249,316,994,0,0
20240131,W-17,M-0121,2370,2772,187,213,0,0
20240131,W-17,M-0164,680,577,38,571,0,0
20240131,W-17,M-0122,277,97,504,398,0,0
20240131,W-17,M-0014,1242,1411,32,477,0,0
20240131,W-17,M-0102,2347,2309,159,498,0,0
20240131,W-17,M-0186,819,1132,573,371,0,0
20240131,W-17,M-0090,1769,1760,679,746,0,0
20240131,W-17,M-0037,800,383,609,582,0,0
20240131,W-17,M-0168,1348,1038,59,695,0,0
20240131,W-17,M-0177,1716,1649,6,52,0,0
20240131,W-17,M-0067,1288,1331,619,491,0,0
20240131,W-17,M-0150,2568,2546,997,125,0,0
20240131,W-17,M-0135,2200,2566,915,528,0,0
20240131,W-17,M-0114,2546,2312,211,293,0,0
20240131,W-17,M-0126,1307,1049,734,344,0,0
20240131,W-17,M-0065,440,76,479,183,0,1
20240131,W-17,M-0138,1378,989,170,620,0,0
20240131,W-17,M-0115,2518,2670,554,248,0,0
20240131,W-17,M-0004,947,722,612,396,0,0
20240131,W-17,M-0133,1393,1585,337,627,0,0
20240131,W-17,M-0108,1512,1880,41,78,0,0
20240131,W-17,M-0043,345,627,141,914,0,0
20240131,W-17,M-0154,2407,2263,431,168,0,0
20240131,W-17,M-0056,2468,2867,349,425,0,0
20240131,W-17,M-0152,1514,1314,756,1000,0,0
20240131,W-17,M-0129,1,0,218,726,1,1
20240131,W-17,M-0175,2211,2481,544,423,0,0
20240131,W-17,M-0006,1162,1109,860,531,0,0
20240131,W-17,M-0174,501,393,222,260,0,0
20240131,W-17,M-0147,2886,2555,639,464,0,0
20240131,W-17,M-0157,2659,2351,156,605,0,0
20240131,W-17,M-0045,977,501,697,514,0,0
20240131,W-17,M-0134,1095,1076,543,376,0,0
20240131,W-17,M-0072,337,519,634,582,0,1
20240131,W-17,M-0033,2456,2941,3,939,0,0
20240131,W-17,M-0032,423,180,347,615,0,0
20240131,W-17,M-0053,479,68,210,610,0,1
20240131,W-17,M-0187,957,576,242,160,0,1
20240131,W-17,M-0159,533,406,174,763,0,0
20240131,W-17,M-0092,1325,1504,900,311,0,0
20240131,W-17,M-0042,506,393,280,704,0,1
20240131,W-17,M-0120,2287,2598,721,701,0,0
20240131,W-17,M-0128,2416,2039,735,2,0,0
20240131,W-17,M-0148,2725,3225,92,310,0,0
20240131,W-17,M-0132,1611,1523,220,540,0,0
20240131,W-17,M-0088,2016,1824,0,249,0,0
20240131,W-17,M-0023,888,645,226,541,0,0
20240131,W-17,M-0059,2544,2880,603,930,0,0
20240131,W-17,M-0195,599,522,350,593,0,0
20240131,W-17,M-0127,2328,2120,854,870,0,0
20240131,W-17,M-0052,1010,1081,890,85,0,0
20240131,W-17,M-0046,2405,2826,552,696,0,0
20240131,W-17,M-0163,620,551,807,393,0,0
20240131,W-17,M-0109,1709,1294,438,2,0,0
20240131,W-17,M-0089,553,950,219,503,0,0
20240131,W-17,M-0145,2530,2111,870,26,0,0
20240131,W-17,M-0003,836,471,676,683,0,0
20240131,W-17,M-0116,1014,593,713,144,0,0
20240131,W-17,M-0160,347,110,759,553,0,1
20240131,W-17,M-0038,1874,1596,535,345,0,0
20240131,W-17,M-0073,430,37,222,345,0,1
20240131,W-17,M-0131,2045,2244,963,602,0,0
20240131,W-17,M-0021,1165,856,247,172,0,0
20240131,W-17,M-0028,2854,2573,695,614,0,0
20240131,W-17,M-0082,1916,1591,314,490,0,0
20240131,W-17,M-0049,1272,928,716,495,0,0
20240131,W-17,M-0048,2865,2671,370,724,0,0
20240131,W-17,M-0078,2300,2415,319,487,0,0
20240131,W-17,M-0185,1040,1357,834,787,0,0
20240131,W-17,M-0009,2716,3182,479,327,0,0
20240131,W-17,M-0130,1021,1111,221,718,0,0
20240131,W-17,M-0170,210,0,686,452,1,1
20240131,W-17,M-0061,981,759,485,927,0,0
20240131,W-17,M-0182,2133,2027,703,664,0,0
20240131,W-18,M-0007,140,175,879,766,0,0
20240131,W-18,M-0142,1158,701,442,133,0,0
20240131,W-18,M-0105,60,79,825,187,0,1
20240131,W-18,M-0072,1569,2057,481,428,0,0
20240131,W-18,M-0064,491,655,251,647,0,0
20240131,W-18,M-0035,334,631,152,627,0,0
20240131,W-18,M-0047,2530,2222,166,20,0,0
20240131,W-18,M-0059,2413,2522,345,986,0,0
20240131,W-18,M-0175,2466,2078,167,747,0,0
20240131,W-18,M-0075,897,662,282,391,0,0
20240131,W-18,M-0184,2173,2132,507,790,0,0
20240131,W-18,M-0187,1187,1256,237,485,0,0
20240131,W-18,M-0060,2733,2916,819,375,0,0
20240131,W-18,M-0110,1656,1262,429,993,0,0
20240131,W-18,M-0150,1871,2319,81,626,0,0
20240131,W-18,M-0103,1859,1755,865,408,0,0
20240131,W-18,M-0029,2637,2721,130,549,0,0
20240131,W-18,M-0102,2938,3424,677,849,0,0
20240131,W-18,M-0065,2534,2189,133,586,0,0
20240131,W-18,M-0113,2240,1788,882,957,0,0
20240131,W-18,M-0052,442,445,410,587,0,0
20240131,W-18,M-0112,673,835,862,164,0,0
20240131,W-18,M-0111,2704,3152,951,9,0,0
20240131,W-18,M-0012,307,0,382,120,1,1
20240131,W-18,M-0131,248,333,697,424,0,0
20240131,W-18,M-0026,2646,2467,889,213,0,0
20240131,W-18,M-0008,1151,1214,39,134,0,0
20240131,W-18,M-0017,1683,1867,983,783,0,0
20240131,W-18,M-0009,770,306,370,136,0,1
20240131,W-18,M-0155,549,62,174,287,0,0
20240131,W-18,M-0070,1273,1654,434,351,0,0
20240131,W-18,M-0095,2352,2240,719,586,0,0
20240131,W-18,M-0062,900,787,707,381,0,0
20240131,W-18,M-0020,616,877,377,997,0,0
20240131,W-18,M-0078,1979,1568,502,817,0,0
20240131,W-18,M-0063,1742,1652,163,219,0,0
20240131,W-18,M-0037,389,100,281,814,0,0
20240131,W-18,M-0082,2036,2131,409,4,0,0
20240131,W-18,M-0087,2935,2733,829,917,0,0
20240131,W-18,M-0196,935,1343,853,533,0,0
20240131,W-18,M-0031,2584,2555,334,34,0,0
20240131,W-18,M-0076,258,422,312,856,0,1
20240131,W-18,M-0066,2835,2826,216,859,0,0
20240131,W-18,M-0151,28,0,887,788,1,1
20240131,W-18,M-0030,920,927,271,191,0,0
20240131,W-18,M-0106,2450,2525,107,27,0,0
20240131,W-18,M-0068,170,226,460,631,0,0
20240131,W-18,M-0092,1416,1469,205,992,0,0
20240131,W-18,M-0156,2416,2661,364,705,0,0
20240131,W-18,M-0015,2250,2518,926,781,0,0
20240131,W-18,M-0033,2597,2939,574,60,0,0
20240131,W-18,M-0006,1161,1093,576,648,0,0
20240131,W-18,M-0010,778,471,271,622,0,0
20240131,W-18,M-0152,856,649,867,11,0,0
20240131,W-18,M-0189,696,516,862,999,0,1
20240131,W-18,M-0053,1066,1388,371,136,0,0
20240131,W-18,M-0136,2284,2686,928,359,0,0
20240131,W-18,M-0014,2275,2101,33,184,0,0
20240131,W-18,M-0042,2779,3248,519,909,0,0
20240131,W-18,M-0125,1839,1463,187,837,0,0
20240131,W-18,M-0122,1628,1903,470,812,0,0
20240131,W-18,M-0198,2492,2437,326,8,0,0
20240131,W-18,M-0090,1633,1595,387,824,0,0
20240131,W-18,M-0058,1452,1163,54,482,0,0
20240131,W-18,M-0054,2170,2224,994,920,0,0
20240131,W-18,M-0079,2659,2848,408,380,0,0
20240131,W-18,M-0003,1618,1497,106,349,0,0
20240131,W-18,M-0071,2628,3072,387,56,0,0
20240131,W-18,M-0048,144,0,870,42,1,1
20240131,W-18,M-0034,2922,2454,824,954,0,0
20240131,W-18,M-0154,1645,1716,966,239,0,0
20240131,W-18,M-0162,993,1420,832,447,0,0
20240131,W-18,M-0061,1454,1747,44,347,0,0
20240131,W-18,M-0194,163,621,815,57,0,0
20240131,W-18,M-0025,1418,1208,554,238,0,0
20240131,W-18,M-0083,949,918,755,96,0,0
20240131,W-18,M-0126,118,550,272,109,0,0
20240131,W-18,M-0160,2925,2613,908,262,0,0
20240131,W-18,M-0101,1544,1150,987,478,0,0
20240131,W-18,M-0077,662,1026,121,144,0,0
20240131,W-18,M-0120,2565,2832,529,300,0,0
20240131,W-18,M-0074,2068,1686,60,554,0,0
20240131,W-18,M-0183,674,746,601,623,0,1
20240131,W-18,M-0132,2725,2931,514,812,0,0
20240131,W-18,M-0040,653,1075,401,271,0,0
20240131,W-18,M-0081,396,97,609,172,0,1
20240131,W-18,M-0080,248,488,809,45,0,1
20240131,W-18,M-0109,2006,1589,583,895,0,0
20240131,W-18,M-0167,2495,2777,409,415,0,0
20240131,W-18,M-0145,2532,2874,501,31,0,0
20240131,W-18,M-0016,2286,2518,718,144,0,0
20240131,W-18,M-0088,344,565,396,1,0,1
20240131,W-18,M-0164,456,357,272,757,0,0
20240131,W-18,M-0049,1390,1331,420,556,0,0
20240131,W-18,M-0119,2562,2092,31,444,0,0
20240131,W-18,M-0041,2093,2067,697,683,0,0
20240131,W-18,M-0123,1969,1585,345,392,0,0
20240131,W-18,M-0146,755,614,206,655,0,1
20240131,W-18,M-0197,41,0,905,369,1,1
20240131,W-18,M-0038,1612,1958,857,290,0,0
20240131,W-18,M-0193,692,979,266,190,0,0
20240131,W-18,M-0135,354,330,111,131,0,1
20240131,W-18,M-0073,1707,2133,792,680,0,0
20240131,W-18,M-0173,602,106,854,602,0,0
20240131,W-18,M-0107,2542,2856,149,221,0,0
20240131,W-18,M-0099,2928,3160,589,533,0,0
20240131,W-18,M-0024,1221,839,459,55,0,0
20240131,W-18,M-0148,1919,1893,736,123,0,0
20240131,W-18,M-0195,860,646,895,631,0,0
20240131,W-18,M-0098,54,311,229,467,0,0
20240131,W-18,M-0134,1288,927,802,565,0,1
20240131,W-18,M-0180,2155,1724,216,587,0,0
20240131,W-18,M-0181,2493,2237,127,779,0,0
20240131,W-18,M-0141,1195,990,500,469,0,0
20240131,W-18,M-0157,991,1166,399,459,0,0
20240131,W-18,M-0170,247,729,658,162,0,0
20240131,W-18,M-0021,857,774,23,68,0,0
20240131,W-18,M-0096,894,1067,415,55,0,0
20240131,W-18,M-0089,2369,2239,870,403,0,0
20240131,W-18,M-0161,1492,1587,292,11,0,0
20240131,W-18,M-0086,2255,2116,340,806,0,0
20240131,W-18,M-0176,688,628,195,944,0,0
20240131,W-18,M-0192,80,424,648,99,0,0
20240131,W-18,M-0165,317,198,325,788,0,0
20240131,W-18,M-0185,2777,3076,16,572,0,0
20240131,W-18,M-0147,1529,1810,882,871,0,0
20240131,W-18,M-0114,362,368,556,842,0,1
20240131,W-18,M-0129,2034,1688,45,823,0,0
20240131,W-18,M-0055,625,873,982,126,0,0
20240131,W-18,M-0188,2511,2415,125,633,0,0
20240131,W-18,M-0121,2148,2377,52,405,0,0
20240131,W-18,M-0163,854,1019,391,753,0,0
20240131,W-18,M-0118,596,823,977,636,0,0
20240131,W-18,M-0004,2790,2631,79,126,0,0
20240131,W-18,M-0022,1532,1165,402,352,0,0
20240131,W-18,M-0097,1558,1812,167,62,0,0
20240131,W-18,M-0182,178,563,224,245,0,0
20240131,W-18,M-0191,1692,1622,537,690,0,0
20240131,W-18,M-0002,2455,2288,646,163,0,0
20240131,W-18,M-0149,761,755,48,941,0,0
20240131,W-18,M-0023,881,1151,739,265,0,0
20240131,W-18,M-0100,1875,2316,523,538,0,0
20240131,W-18,M-0124,188,364,169,42,0,0
20240131,W-18,M-0143,1278,1109,789,745,0,0
20240131,W-18,M-0044,2349,2539,768,797,0,0
20240131,W-18,M-0139,2102,1818,327,144,0,0
20240131,W-18,M-0005,1079,603,903,440,0,1
20240131,W-18,M-0133,1008,1120,131,489,0,0
20240131,W-18,M-0199,109,0,825,125,1,1
20240131,W-18,M-0171,2558,3015,54,362,0,0
20240131,W-19,M-0086,190,670,372,631,0,0
20240131,W-19,M-0152,2210,2492,660,615,0,0
20240131,W-19,M-0092,778,1086,57,867,0,0
20240131,W-19,M-0156,939,855,983,924,0,0
20240131,W-19,M-0116,1225,750,837,885,0,0
20240131,W-19,M-0138,338,91,188,75,0,0
20240131,W-19,M-0036,61,0,666,74,1,1
20240131,W-19,M-0167,202,205,102,366,0,0
20240131,W-19,M-0112,446,740,922,152,0,0
20240131,W-19,M-0017,2960,2935,424,940,0,0
20240131,W-19,M-0071,2130,2367,383,195,0,0
20240131,W-19,M-0128,2450,2911,613,276,0,0
20240131,W-19,M-0126,425,115,868,807,0,1
20240131,W-19,M-0177,790,1036,809,173,0,0
20240131,W-19,M-0125,2178,2638,811,724,0,0
20240131,W-19,M-0034,1730,2047,916,91,0,0
20240131,W-19,M-0005,2311,2558,996,622,0,0
20240131,W-19,M-0063,1127,1400,860,455,0,0
20240131,W-19,M-0069,60,269,970,16,0,0
20240131,W-19,M-0187,666,917,667,333,0,1
20240131,W-19,M-0170,1687,1709,112,3,0,0
20240131,W-19,M-0127,2284,2424,882,480,0,0
20240131,W-19,M-0130,2267,2500,43,308,0,0
20240131,W-19,M-0172,1729,1440,360,48,0,0
20240131,W-19,M-0169,2341,2042,27,242,0,0
20240131,W-19,M-0139,2815,3023,882,418,0,0
20240131,W-19,M-0047,2514,2059,114,556,0,0
20240131,W-19,M-0154,2807,2408,159,228,0,0
20240131,W-19,M-0153,1799,1627,685,941,0,0
20240131,W-19,M-0007,2773,2439,327,425,0,0
20240131,W-19,M-0044,498,873,226,436,0,1
20240131,W-19,M-0084,2728,3150,419,386,0,0
20240131,W-19,M-0090,1557,1217,127,358,0,0
20240131,W-19,M-0094,1899,2119,747,722,0,0
20240131,W-19,M-0010,1451,1898,628,647,0,0
20240131,W-19,M-0107,1667,1720,647,219,0,0
20240131,W-19,M-0149,547,120,517,50,0,0
20240131,W-19,M-0075,1097,1102,909,558,0,0
20240131,W-19,M-0098,2624,2308,692,444,0,0
20240131,W-19,M-0105,2382,2501,234,821,0,0
20240131,W-19,M-0011,1421,1101,328,403,0,0
20240131,W-19,M-0040,1399,1480,492,746,0,0
20240131,W-19,M-0133,2374,2098,524,680,0,0
20240131,W-19,M-0053,908,419,898,519,0,0
20240131,W-19,M-0061,2344,2418,21,756,0,0
20240131,W-19,M-0151,2704,2666,61,856,0,0
20240131,W-19,M-0042,798,1179,919,393,0,0
20240131,W-19,M-0159,642,251,372,359,0,0
20240131,W-19,M-0056,2443,2497,736,938,0,0
20240131,W-19,M-0199,1241,799,111,582,0,0
20240131,W-19,M-0137,1904,2306,415,839,0,0
20240131,W-19,M-0188,2480,2139,516,601,0,0
20240131,W-19,M-0066,1964,2297,406,27,0,0
20240131,W-19,M-0160,659,177,178,717,0,1
20240131,W-19,M-0099,43,0,163,78,1,1
20240131,W-19,M-0120,57,526,891,98,0,0
20240131,W-19,M-0182,696,707,327,956,0,0
20240131,W-19,M-0079,462,618,319,401,0,0
20240131,W-19,M-0141,2035,2209,415,752,0,0
20240131,W-19,M-0184,22,0,972,797,1,1
20240131,W-19,M-0180,1146,792,473,702,0,0
20240131,W-19,M-0113,2454,2341,354,435,0,0
20240131,W-19,M-0051,680,760,915,853,0,0
20240131,W-19,M-0111,2867,2673,544,647,0,0
20240131,W-19,M-0001,971,866,662,409,0,1
20240131,W-19,M-0121,1534,1870,896,16,0,0
20240131,W-19,M-0101,1015,529,203,348,0,1
20240131,W-19,M-0038,1313,1186,605,783,0,0
20240131,W-19,M-0181,1752,2195,33,146,0,0
20240131,W-19,M-0039,91,66,699,532,0,0
20240131,W-19,M-0118,2519,2958,826,775,0,0
20240131,W-19,M-0076,2086,2079,609,285,0,0
20240131,W-19,M-0134,1287,1673,427,473,0,0
20240131,W-19,M-0165,1967,1904,340,717,0,0
20240131,W-19,M-0019,1124,1086,191,103,0,0
20240131,W-19,M-0197,2564,2108,324,145,0,0
20240131,W-19,M-0009,2855,3171,643,2,0,0
20240131,W-19,M-0123,1012,986,910,317,0,0
20240131,W-19,M-0179,264,150,559,517,0,0
20240131,W-19,M-0055,1177,1104,909,176,0,0
20240131,W-19,M-0096,1151,1033,172,904,0,0
20240131,W-19,M-0013,242,562,342,484,0,0
20240131,W-19,M-0150,2578,2394,49,409,0,0
20240131,W-19,M-0023,2513,2286,4,48,0,0
20240131,W-19,M-0146,430,300,435,101,0,1
20240131,W-19,M-0158,1107,1350,895,440,0,0
20240131,W-19,M-0145,2866,2738,893,178,0,0
20240131,W-19,M-0018,520,909,47,423,0,0
20240131,W-19,M-0194,2471,2131,924,110,0,0
20240131,W-19,M-0008,1977,2292,629,936,0,0
20240131,W-19,M-0095,433,401,327,523,0,0
20240131,W-19,M-0058,1498,1748,409,45,0,0
20240131,W-19,M-0103,231,0,742,37,1,1
20240131,W-19,M-0142,1941,1506,79,807,0,0
20240131,W-19,M-0132,43,127,226,812,0,1
20240131,W-19,M-0100,1119,735,131,349,0,1
20240131,W-19,M-0085,2444,2220,957,685,0,0
20240131,W-19,M-0163,1450,1082,91,316,0,0
20240131,W-19,M-0074,1837,1445,614,891,0,0
20240131,W-19,M-0135,2914,2504,358,256,0,0
20240131,W-19,M-0048,978,1279,594,87,0,0
20240131,W-19,M-0196,2234,2661,114,717,0,0
20240131,W-19,M-0072,2855,3170,441,752,0,0
20240131,W-19,M-0087,1023,580,677,186,0,0
20240131,W-19,M-0059,47,0,686,362,1,1
20240131,W-19,M-0122,256,440,465,878,0,0
20240131,W-19,M-0102,2750,2503,235,244,0,0
20240131,W-19,M-0175,361,693,78,33,0,0
20240131,W-19,M-0104,1129,935,503,895,0,0
20240131,W-19,M-0108,1808,1610,815,160,0,0
20240131,W-19,M-0171,2970,2476,615,50,0,0
20240131,W-19,M-0054,1743,1651,138,967,0,0
20240131,W-19,M-0004,1495,1458,847,577,0,0
20240131,W-19,M-0124,2090,1858,16,656,0,0
20240131,W-19,M-0065,467,885,838,825,0,0
20240131,W-19,M-0114,2965,3237,147,96,0,0
20240131,W-19,M-0191,244,647,110,863,0,0
20240131,W-19,M-0032,1005,750,11,895,0,0
20240131,W-19,M-0057,468,802,281,13,0,0
20240131,W-19,M-0077,1413,1344,732,809,0,0
20240131,W-19,M-0026,944,1351,90,311,0,0
20240131,W-19,M-0131,2607,2666,336,492,0,0
20240131,W-19,M-0093,1602,1620,891,143,0,0
20240131,W-19,M-0174,578,564,565,659,0,0
20240131,W-19,M-0189,989,1489,149,929,0,0
20240131,W-19,M-0024,2805,2928,391,449,0,0
20240131,W-19,M-0198,2080,2034,271,547,0,0
20240131,W-19,M-0147,2483,2072,860,815,0,0
20240131,W-19,M-0068,1739,1769,774,497,0,0
20240131,W-19,M-0016,2317,2403,273,335,0,0
20240131,W-19,M-0012,2735,2653,806,431,0,0
20240131,W-19,M-0144,2611,3045,10,458,0,0
20240131,W-19,M-0050,920,1151,692,712,0,0
20240131,W-19,M-0027,2704,2608,400,587,0,0
20240131,W-19,M-0091,2437,2267,894,525,0,0
20240131,W-19,M-0097,579,757,17,977,0,0
20240131,W-19,M-0082,1390,1281,124,564,0,0
20240131,W-19,M-0173,2311,2762,63,762,0,0
20240131,W-19,M-0109,2575,2664,836,242,0,0
20240131,W-19,M-0088,765,1104,662,542,0,0
20240131,W-19,M-0200,566,461,209,276,0,0
20240131,W-19,M-0045,2364,2663,834,663,0,0
20240131,W-19,M-0033,1684,1898,576,720,0,0
20240131,W-19,M-0115,514,547,93,353,0,0
20240131,W-19,M-0002,817,1013,921,684,0,0
20240131,W-19,M-0052,635,1094,280,751,0,0
20240131,W-19,M-0106,2170,2619,948,908,0,0
20240131,W-19,M-0060,1089,900,545,106,0,1
20240131,W-19,M-0157,2872,2693,515,960,0,0
20240131,W-19,M-0190,2062,2185,945,922,0,0
20240131,W-20,M-0161,2982,2851,367,782,0,0
20240131,W-20,M-0148,2781,2380,109,864,0,0
20240131,W-20,M-0155,1409,1476,633,780,0,0
20240131,W-20,M-0015,2024,2225,85,728,0,0
20240131,W-20,M-0094,2746,3143,233,652,0,0
20240131,W-20,M-0193,392,634,66,16,0,0
20240131,W-20,M-0167,2795,2906,612,0,0,0
20240131,W-20,M-0157,253,0,543,205,1,1
20240131,W-20,M-0100,275,755,678,154,0,1
20240131,W-20,M-0041,2222,2508,739,859,0,0
20240131,W-20,M-0123,2141,1647,727,457,0,0
20240131,W-20,M-0049,2000,2173,691,451,0,0
20240131,W-20,M-0194,258,481,179,341,0,0
20240131,W-20,M-0119,2928,2544,694,867,0,0
20240131,W-20,M-0162,2461,2261,684,339,0,0
20240131,W-20,M-0104,1858,2204,751,329,0,0
20240131,W-20,M-0082,1108,1233,369,913,0,0
20240131,W-20,M-0060,2418,2763,856,419,0,0
20240131,W-20,M-0056,686,918,48,418,0,0
20240131,W-20,M-0083,2953,2515,666,279,0,0
20240131,W-20,M-0055,2931,3280,640,522,0,0
20240131,W-20,M-0081,1819,1510,320,308,0,0
20240131,W-20,M-0047,2709,2233,718,517,0,0
20240131,W-20,M-0156,1715,1596,781,7,0,0
20240131,W-20,M-0063,1487,1498,826,40,0,0
20240131,W-20,M-0114,2814,3014,961,203,0,0
20240131,W-20,M-0051,1354,1507,927,928,0,0
20240131,W-20,M-0151,1579,1952,609,775,0,0
20240131,W-20,M-0018,1831,2202,190,81,0,0
20240131,W-20,M-0140,1133,1365,772,255,0,0
20240131,W-20,M-0124,2105,2100,989,131,0,0
20240131,W-20,M-0014,761,316,142,667,0,0
20240131,W-20,M-0020,580,492,701,107,0,0
20240131,W-20,M-0170,2347,2638,609,623,0,0
20240131,W-20,M-0004,438,93,758,798,0,0
20240131,W-20,M-0128,1752,1508,186,760,0,0
20240131,W-20,M-0036,1775,1904,400,333,0,0
20240131,W-20,M-0002,1304,1801,960,177,0,0
20240131,W-20,M-0136,1697,1847,906,244,0,0
20240131,W-20,M-0013,495,223,498,507,0,1
20240131,W-20,M-0135,1665,2038,749,86,0,0
20240131,W-20,M-0121,1876,2002,350,660,0,0
20240131,W-20,M-0017,935,786,891,623,0,1
20240131,W-20,M-0085,412,426,336,103,0,1
20240131,W-20,M-0147,208,257,803,183,0,1
20240131,W-20,M-0117,1896,1599,859,639,0,0
20240131,W-20,M-0054,1097,816,887,930,0,0
20240131,W-20,M-0097,379,741,502,478,0,0
20240131,W-20,M-0109,2646,2770,180,336,0,0
20240131,W-20,M-0087,1006,1399,248,819,0,0
20240131,W-20,M-0176,2224,2565,19,346,0,0
20240131,W-20,M-0142,2612,2511,298,994,0,0
20240131,W-20,M-0173,83,0,847,549,1,1
20240131,W-20,M-0139,362,840,982,546,0,0
20240131,W-20,M-0111,2850,3348,606,583,0,0
20240131,W-20,M-0070,381,789,565,756,0,1
20240131,W-20,M-0132,932,460,660,917,0,0
20240131,W-20,M-0196,2924,2553,536,731,0,0
20240131,W-20,M-0037,93,470,496,376,0,0
20240131,W-20,M-0039,876,1124,165,97,0,0
